(0 : 0),(0 : 1),(0 : 2),(0 : 3),(0 : 4),(0 : 5),(1 : 0),(1 : 1),(1 : 2),(1 : 3),(1 : 4),(1 : 5),(2 : 0),(2 : 1),(2 : 2),(2 : 3),(2 : 4),(2 : 5),(3 : 0),(3 : 1),(3 : 2),(3 : 3),(3 : 4),(3 : 5),(4 : 0),(4 : 1),(4 : 2),(4 : 3),(4 : 4),(4 : 5),(5 : 0),(5 : 1),(5 : 2),(5 : 3),(5 : 4),(5 : 5),
1.0,0.752000020325184,0.5555840316038138,0.400022564719907,0.2768178799251202,0.17923976717364473,0.0,-0.4044159692902559,0.35998538277789005,0.31245643369449594,0.0,0.1019578999784247,1.0,0.7119628383831671,-0.4004868643969246,0.16781730190345334,0.0,0.04075065965813765,0.752000020325184,1.6660683534389564,1.239877968643254,-0.001402711446280791,0.0,-0.007725475864854586,0.5555840316038138,0.0,1.9819833752576677,1.5295920041736992,0.21143689702724688,0.1266932053187188,1.4400225638258373,0.14049789853130612,1.543640164906141,2.373992652728718,1.861134481303791,1.446561173884866,
1.9900000242888929,1.570490880695492,1.2944701831688927,1.0557558336903892,0.8509685832612639,0.6618057051033114,0.0,0.23943017985457637,1.0398571871986604,0.9300376934444127,0.0,0.5043377968865316,1.9654480256987217,1.7052792348626074,0.5762749731122345,0.7702550092075842,0.0,0.36750417663831697,1.7560236503141726,2.724534184600806,2.37109871074099,1.105595084890775,0.0,0.24953367167386248,1.4607764070208502,0.0,3.2255561960728873,2.859119765335811,1.4696074811906645,1.2918425483831277,2.4276770036908477,0.9505388186873269,2.843769194605055,3.7703433994838473,3.2758555089242054,2.825579602771374,
2.9701000723809017,2.4915015053226526,2.164367656858472,1.870772791191673,1.6101438714886216,1.3506821879293756,0.0,1.0999186930737088,1.8751449143778882,1.7193651728569603,0.0,1.1295992062128897,2.9250605795085516,2.655268880880979,1.5233511344529926,1.548804264999276,0.0,0.9274084229236903,2.7202232732413907,3.6870174018137933,3.3502596920300824,2.0897902308966376,0.0,1.0325469925190514,2.4036506218444775,0.0,4.2557886761455705,3.9107379587373616,2.567105386857563,2.579894956154944,3.401021680758378,1.8818159279638746,3.8901485022418716,4.841424762485879,4.3728616497314645,3.9584485069139683,
3.940399143797536,3.436346807712466,3.081498493738319,2.7559705349726302,2.46153721252044,2.155085385085082,0.0,2.016118042844129,2.770359715239251,2.5872114929705408,0.0,1.8904883160746604,3.8755311509419736,3.5940311706194206,2.452414093152583,2.4051921807746903,0.0,1.6408936562035308,3.6637375901389433,4.622504068936296,4.28513540376602,3.019104422200032,0.0,2.207721165833676,3.337603078276226,0.0,5.2023134797366435,4.8584247863084995,3.5349292786396633,3.7004589093838955,4.360733104758076,2.8263002665805916,4.839337174433875,5.793040265075846,5.330959324515257,4.94035174231276,
4.900995248067494,4.38138236604386,4.009388896838244,3.6644111188412247,3.349598058256561,3.013393534360754,0.0,2.943916228717958,3.683017742978511,3.4829663878085597,0.0,2.7209244344277375,4.815808370530992,4.523195951776907,3.3712184625795185,3.290374115438696,0.0,2.4398691577308287,4.594458268305951,5.544235362038257,5.199814198472499,3.9249840572939068,0.0,3.3278923305898434,4.259656464379857,0.0,6.114266059003292,5.76458326995029,4.443273055059504,4.678988161062435,5.307119291984926,3.762846048887801,5.74853160672427,6.697041902265772,6.231706346937977,5.847826222556401,
5.851985414626568,5.319977141662669,4.9349702764898495,4.57608694628452,4.247481383076283,3.8917028316618665,0.0,3.869488478863958,4.59638960542488,4.38411721422385,0.0,3.580971770424731,5.745736743138422,5.44258229621998,4.280349484741398,4.181722574553921,0.0,3.2792238177357773,5.5143543071356085,6.455063693254781,6.101477535459032,4.817054629406454,0.0,4.3246814129964255,5.1707807199352,0.0,7.015649771396117,6.656290340763702,5.328605065950085,5.582230236570094,6.2405507090050545,4.687559818751714,6.6434703541943545,7.583608574105644,7.110688996898339,6.723241441822029,
6.7934657026185485,6.250182088124899,5.853748987597169,5.483229546469566,5.143719242725655,4.773620544837858,0.0,4.788266286150199,5.5042353016316286,5.281664831330633,0.0,4.449739993102084,6.665372653538341,6.35206496728195,5.179801176575972,5.069869524036528,0.0,4.133480493735753,6.423947683123094,7.355672458358186,6.993042404313303,5.6993795751955085,0.0,5.237413397508175,6.071581298417699,0.0,7.906409551481454,7.536892378341451,6.200709052532309,6.451318371697783,7.161417381432516,5.59997957213284,7.527051777796816,8.458354785292368,7.976845594426431,7.581943320216809,
7.725531210598124,7.171427285667868,6.764211022712782,6.382979831867707,6.033776586808433,5.651863890547927,0.0,5.6987282317875225,6.404314202237607,6.17223210446891,0.0,5.317324852280104,7.574818016239976,7.251641716975405,6.069638717341236,5.951219290519824,0.0,4.989750545060671,7.3234384444191045,8.246287529120075,7.874688696751444,6.572076688819517,0.0,6.106452154783832,6.962336517757673,0.0,8.786648862793058,8.40703882340488,7.061952855979422,7.302713142193673,8.070094375573735,6.500310884751088,8.399934008627794,9.32242190627849,8.832199414929438,8.428683135069482,
8.648276086136743,8.083580256648277,7.665879750487456,7.2743429244292654,6.915967531889457,6.523396132718396,0.0,6.600396950703846,7.295867219722126,7.054621604198072,0.0,6.1793602113457435,8.474183441840681,8.14137525105824,6.949854429612603,6.824466778126492,0.0,5.842024040512869,8.212956360692235,9.127040252296617,8.746529922231938,7.4351709599097635,0.0,6.952826507722302,7.843204262486722,0.0,9.656526040868455,9.266970547353921,7.912961966996983,8.14186908041487,8.96693150608495,7.3888715138145376,9.262386902078038,10.17616050448549,9.677290335663573,9.264898844361142,
9.561793535332427,8.98665444586727,8.558643483032833,8.157013328897628,7.7897163207912,7.387028387239507,0.0,7.493160682372245,8.178676287465466,7.928451244155534,0.0,7.034039978990373,9.363580331582622,9.02135573835315,7.820509375940183,7.689186215147521,0.0,6.687680589334488,9.092615512255133,9.998042909540487,9.60867672823709,8.28873171614334,0.0,7.785020153092543,8.714306145352706,0.0,10.516204157241798,10.116858272462572,8.753986969060358,8.970489855591614,9.852252497494849,8.265980765084946,10.11460592825253,11.019776999921422,10.512360096893586,10.091092927487724,
